POST_CODE,MUNICIPALITY,CITY_SHIRE,SUBURB_GROUP,POST_CODE,Education_Sector,School_Name,School_Type,Longitude,Latitude,SUBURB_NAMES
500,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Mickleham Primary School,Primary,144.87655,-37.5635,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
501,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Craigieburn Primary School,Primary,144.93355,-37.58264,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
502,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Craigieburn South Primary School,Primary,144.93585,-37.60875,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
503,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Willmott Park Primary School,Primary,144.92259,-37.59178,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
504,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Roxburgh Homestead Primary School,Primary,144.91628,-37.63206,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
505,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Roxburgh Park Primary School,Primary,144.9314,-37.63424,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
506,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Roxburgh Rise Primary School,Primary,144.9235,-37.61621,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
507,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Aitken Creek Primary School,Primary,144.90557,-37.58175,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
508,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Newbury Primary School,Primary,144.90955,-37.57099,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
509,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Aitken Hill Primary School,Primary,144.90556,-37.60171,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
510,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Gaayip-Yagila Primary School,Primary,144.90909,-37.52861,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
511,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Gilgai Plains Primary School,Primary,144.95825,-37.53243,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
512,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Elevation Secondary College,Secondary,144.89025,-37.59829,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
513,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Roxburgh College,Secondary,144.93033,-37.63041,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
514,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Craigieburn Secondary College,Secondary,144.93595,-37.60875,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
515,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Mount Ridley P-12 College,Pri/Sec,144.92319,-37.58031,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
516,Northern municipalities and their suburbs,City of Hume,Outer,3064,Catholic,Our Lady's School,Primary,144.93137,-37.5986,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
517,Northern municipalities and their suburbs,City of Hume,Outer,3064,Catholic,Good Samaritan Catholic Primary School,Primary,144.93432,-37.62344,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
518,Northern municipalities and their suburbs,City of Hume,Outer,3064,Independent,Hume Anglican Grammar,Pri/Sec,144.93125,-37.56798,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
519,Northern municipalities and their suburbs,City of Hume,Outer,3064,Catholic,Mother Teresa School,Primary,144.93276,-37.57522,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
520,Northern municipalities and their suburbs,City of Hume,Outer,3064,Catholic,Oscar Romero Catholic Primary School,Primary,144.8961,-37.58197,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
521,Northern municipalities and their suburbs,City of Hume,Outer,3064,Catholic,Holy Cross Catholic Primary School,Primary,144.9052,-37.53046,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
522,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Mickleham Primary School,Primary,144.87655,-37.5635,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
523,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Craigieburn Primary School,Primary,144.93355,-37.58264,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
524,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Craigieburn South Primary School,Primary,144.93585,-37.60875,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
525,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Willmott Park Primary School,Primary,144.92259,-37.59178,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
526,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Roxburgh Homestead Primary School,Primary,144.91628,-37.63206,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
527,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Roxburgh Park Primary School,Primary,144.9314,-37.63424,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
528,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Roxburgh Rise Primary School,Primary,144.9235,-37.61621,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
529,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Aitken Creek Primary School,Primary,144.90557,-37.58175,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
530,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Newbury Primary School,Primary,144.90955,-37.57099,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
531,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Aitken Hill Primary School,Primary,144.90556,-37.60171,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
532,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Gaayip-Yagila Primary School,Primary,144.90909,-37.52861,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
533,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Gilgai Plains Primary School,Primary,144.95825,-37.53243,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
534,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Elevation Secondary College,Secondary,144.89025,-37.59829,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
535,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Roxburgh College,Secondary,144.93033,-37.63041,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
536,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Craigieburn Secondary College,Secondary,144.93595,-37.60875,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
537,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Mount Ridley P-12 College,Pri/Sec,144.92319,-37.58031,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
538,Northern municipalities and their suburbs,City of Hume,Outer,3064,Catholic,Our Lady's School,Primary,144.93137,-37.5986,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
539,Northern municipalities and their suburbs,City of Hume,Outer,3064,Catholic,Good Samaritan Catholic Primary School,Primary,144.93432,-37.62344,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
540,Northern municipalities and their suburbs,City of Hume,Outer,3064,Independent,Hume Anglican Grammar,Pri/Sec,144.93125,-37.56798,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
541,Northern municipalities and their suburbs,City of Hume,Outer,3064,Catholic,Mother Teresa School,Primary,144.93276,-37.57522,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
542,Northern municipalities and their suburbs,City of Hume,Outer,3064,Catholic,Oscar Romero Catholic Primary School,Primary,144.8961,-37.58197,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
543,Northern municipalities and their suburbs,City of Hume,Outer,3064,Catholic,Holy Cross Catholic Primary School,Primary,144.9052,-37.53046,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
544,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Mickleham Primary School,Primary,144.87655,-37.5635,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
545,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Craigieburn Primary School,Primary,144.93355,-37.58264,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
546,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Craigieburn South Primary School,Primary,144.93585,-37.60875,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
547,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Willmott Park Primary School,Primary,144.92259,-37.59178,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
548,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Roxburgh Homestead Primary School,Primary,144.91628,-37.63206,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
549,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Roxburgh Park Primary School,Primary,144.9314,-37.63424,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
550,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Roxburgh Rise Primary School,Primary,144.9235,-37.61621,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
551,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Aitken Creek Primary School,Primary,144.90557,-37.58175,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
552,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Newbury Primary School,Primary,144.90955,-37.57099,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
553,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Aitken Hill Primary School,Primary,144.90556,-37.60171,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
554,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Gaayip-Yagila Primary School,Primary,144.90909,-37.52861,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
555,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Gilgai Plains Primary School,Primary,144.95825,-37.53243,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
556,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Elevation Secondary College,Secondary,144.89025,-37.59829,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
557,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Roxburgh College,Secondary,144.93033,-37.63041,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
558,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Craigieburn Secondary College,Secondary,144.93595,-37.60875,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
559,Northern municipalities and their suburbs,City of Hume,Outer,3064,Government,Mount Ridley P-12 College,Pri/Sec,144.92319,-37.58031,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
560,Northern municipalities and their suburbs,City of Hume,Outer,3064,Catholic,Our Lady's School,Primary,144.93137,-37.5986,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
561,Northern municipalities and their suburbs,City of Hume,Outer,3064,Catholic,Good Samaritan Catholic Primary School,Primary,144.93432,-37.62344,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
562,Northern municipalities and their suburbs,City of Hume,Outer,3064,Independent,Hume Anglican Grammar,Pri/Sec,144.93125,-37.56798,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
563,Northern municipalities and their suburbs,City of Hume,Outer,3064,Catholic,Mother Teresa School,Primary,144.93276,-37.57522,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
564,Northern municipalities and their suburbs,City of Hume,Outer,3064,Catholic,Oscar Romero Catholic Primary School,Primary,144.8961,-37.58197,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
565,Northern municipalities and their suburbs,City of Hume,Outer,3064,Catholic,Holy Cross Catholic Primary School,Primary,144.9052,-37.53046,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
566,Northern municipalities and their suburbs,City of Whittlesea,Outer,3064,Government,Mickleham Primary School,Primary,144.87655,-37.5635,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
567,Northern municipalities and their suburbs,City of Whittlesea,Outer,3064,Government,Craigieburn Primary School,Primary,144.93355,-37.58264,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
568,Northern municipalities and their suburbs,City of Whittlesea,Outer,3064,Government,Craigieburn South Primary School,Primary,144.93585,-37.60875,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
569,Northern municipalities and their suburbs,City of Whittlesea,Outer,3064,Government,Willmott Park Primary School,Primary,144.92259,-37.59178,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
570,Northern municipalities and their suburbs,City of Whittlesea,Outer,3064,Government,Roxburgh Homestead Primary School,Primary,144.91628,-37.63206,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
571,Northern municipalities and their suburbs,City of Whittlesea,Outer,3064,Government,Roxburgh Park Primary School,Primary,144.9314,-37.63424,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
572,Northern municipalities and their suburbs,City of Whittlesea,Outer,3064,Government,Roxburgh Rise Primary School,Primary,144.9235,-37.61621,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
573,Northern municipalities and their suburbs,City of Whittlesea,Outer,3064,Government,Aitken Creek Primary School,Primary,144.90557,-37.58175,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
574,Northern municipalities and their suburbs,City of Whittlesea,Outer,3064,Government,Newbury Primary School,Primary,144.90955,-37.57099,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
575,Northern municipalities and their suburbs,City of Whittlesea,Outer,3064,Government,Aitken Hill Primary School,Primary,144.90556,-37.60171,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
576,Northern municipalities and their suburbs,City of Whittlesea,Outer,3064,Government,Gaayip-Yagila Primary School,Primary,144.90909,-37.52861,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
577,Northern municipalities and their suburbs,City of Whittlesea,Outer,3064,Government,Gilgai Plains Primary School,Primary,144.95825,-37.53243,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham, Donnybrook"
